d,instance,m_q,exact_threshold,n_train,n_informative,gamma_scale,certified_error,observed_error,rounding_floor,above_floor,informative,holds,holds_strict
100,21,5,50,300,30,10.0,3.858175620284895,0.01088430151043851,7.149836278586008e-14,True,True,True,True
100,21,6,50,300,30,10.0,0.6103030687296814,0.0012359990050242464,7.149836278586008e-14,True,True,True,True
100,21,8,50,300,30,10.0,0.007700900969305935,5.9851108323849544e-06,7.149836278586008e-14,True,True,True,True
100,21,10,50,300,30,10.0,4.3380049025356875e-05,8.918505045585334e-09,7.149836278586008e-14,True,True,True,True
100,21,12,50,300,30,10.0,1.2203947575422238e-07,4.531930386519889e-12,7.149836278586008e-14,True,True,True,True
100,21,16,50,300,30,10.0,1.6989376336758968e-13,1.7319479184152442e-14,7.149836278586008e-14,False,True,True,True
100,22,1,50,300,30,10.0,551.1005350802141,0.8429016172742652,6.461498003318411e-14,True,True,True,True
100,22,2,50,300,30,10.0,232.07163967892012,0.584682824934389,6.461498003318411e-14,True,True,True,True
100,22,3,50,300,30,10.0,75.04168325383365,0.20580289712900135,6.461498003318411e-14,True,True,True,True
100,22,4,50,300,30,10.0,18.36553394818808,0.043655204843723205,6.461498003318411e-14,True,True,True,True
100,22,5,50,300,30,10.0,3.4164117864228567,0.005984949007748042,6.461498003318411e-14,True,True,True,True
100,22,6,50,300,30,10.0,0.48997402031093895,0.00056354487115573,6.461498003318411e-14,True,True,True,True
100,22,8,50,300,30,10.0,0.004965333648535045,2.2214800991515737e-06,6.461498003318411e-14,True,True,True,True
100,22,10,50,300,30,10.0,2.2019489001278574e-05,2.700750983963829e-09,6.461498003318411e-14,True,True,True,True
100,22,12,50,300,30,10.0,4.818546397275472e-08,1.057681719984771e-12,6.461498003318411e-14,True,True,True,True
100,22,16,50,300,30,10.0,3.9775848942421293e-14,1.5210055437364645e-14,6.461498003318411e-14,False,False,True,True
100,23,1,50,300,30,10.0,458.77158055928436,0.7210425734487699,5.88418203051333e-14,True,True,True,True
100,23,2,50,300,30,10.0,199.61492608335587,0.5401314956599084,5.88418203051333e-14,True,True,True,True
100,23,3,50,300,30,10.0,67.72645270101908,0.2016827356836497,5.88418203051333e-14,True,True,True,True
100,23,4,50,300,30,10.0,17.644697572865116,0.04324212565001717,5.88418203051333e-14,True,True,True,True
100,23,5,50,300,30,10.0,3.5363392542222836,0.005973603461590482,5.88418203051333e-14,True,True,True,True
100,23,6,50,300,30,10.0,0.5515875114914338,0.0005597104644207151,5.88418203051333e-14,True,True,True,True
100,23,8,50,300,30,10.0,0.006743828284163042,2.1693596531924264e-06,5.88418203051333e-14,True,True,True,True
100,23,10,50,300,30,10.0,3.6698808246934326e-05,3.3658535958380753e-09,5.88418203051333e-14,True,True,True,True
100,23,12,50,300,30,10.0,9.955685046423296e-08,2.2916113451287856e-12,5.88418203051333e-14,True,True,True,True
100,23,16,50,300,30,10.0,1.2847864229883228e-13,1.3100631690576847e-14,5.88418203051333e-14,False,True,True,True
100,24,1,50,300,30,10.0,552.4851962532158,1.1597921249410024,9.725553695716371e-14,True,True,True,True
100,24,2,50,300,30,10.0,237.38455491067205,0.8542077774180302,9.725553695716371e-14,True,True,True,True
100,24,3,50,300,30,10.0,79.06578600128948,0.3069797766149702,9.725553695716371e-14,True,True,True,True
100,24,4,50,300,30,10.0,20.109118533979416,0.0633404416537997,9.725553695716371e-14,True,True,True,True
100,24,5,50,300,30,10.0,3.916075773326034,0.008470959627572494,9.725553695716371e-14,True,True,True,True
100,24,6,50,300,30,10.0,0.591330445151539,0.0007831758771568165,9.725553695716371e-14,True,True,True,True
100,24,8,50,300,30,10.0,0.006723072272146997,2.6839110784937503e-06,9.725553695716371e-14,True,True,True,True
100,24,10,50,300,30,10.0,3.379356845067833e-05,3.4037242468976103e-09,9.725553695716371e-14,True,True,True,True
